8.62786636,1.050081856,0.812803528,0.656492068,2.411611,1.69998672,1.49315396,1.6644814,1.2959772,0.56940336,0.512780016,0.49733856,0.455147524,0.346220868,0.299721724,0.247686064,0.1801304,0.11016295
1.050081856,15.7251584,4.08519188,0.824501304,0.620009924,1.71733132,1.56966112,1.61469516,1.65168064,1.27438604,0.571972064,0.539842888,0.422933032,0.312389964,0.2703218,0.223390364,0.162461272,0.099356986
0.812803528,4.08519188,13.70205944,3.77564908,0.759173984,0.787868932,1.77101096,1.88412068,1.86042436,1.69939128,1.2440996,0.631125076,0.48392434,0.333181012,0.285961224,0.236314568,0.171860432,0.105105255
0.656492068,0.824501304,3.77564908,10.52320384,2.9660364,1.96765444,1.5954215,2.36806884,2.50964212,2.2074996,1.83443428,1.47581148,0.704365324,0.440385476,0.342955672,0.270492836,0.191757312,0.115730003
2.411611,0.620009924,0.759173984,2.9660364,4.55387144,3.13925884,2.5497494,2.22959016,2.49066748,2.31184204,1.86808168,1.68268868,1.33445636,0.585066948,0.41747396,0.30924484,0.211208016,0.125064706
1.69998672,1.71733132,0.787868932,1.96765444,3.13925884,2.83165928,2.3447858,2.32487116,2.4342808,2.1348682,1.82743016,1.61798748,1.340362,0.820987144,0.420963164,0.308997304,0.20976484,0.123816181
1.49315396,1.56966112,1.77101096,1.5954215,2.5497494,2.3447858,2.12047696,2.21278768,2.30180184,2.14115636,1.69191704,1.50984856,1.187208516,0.776239956,0.53845108,0.298695236,0.202808952,0.119692447
1.6644814,1.61469516,1.88412068,2.36806884,2.22959016,2.32487116,2.21278768,2.6494736,2.75312048,2.4868252,2.13308512,1.72397808,1.34499076,0.832800676,0.618013432,0.430476656,0.236048364,0.138900852
1.2959772,1.65168064,1.86042436,2.50964212,2.49066748,2.4342808,2.30180184,2.75312048,2.94881648,2.65577628,2.25593836,2.0680574,1.39434788,0.870082412,0.61327186,0.462870948,0.30671996,0.144863422
0.56940336,1.27438604,1.69939128,2.2074996,2.31184204,2.1348682,2.14115636,2.4868252,2.65577628,2.48953496,2.16953992,2.02476172,1.6786766,0.807743568,0.573400604,0.415605108,0.296597988,0.171618506
0.512780016,0.571972064,1.2440996,1.83443428,1.86808168,1.82743016,1.69191704,2.13308512,2.25593836,2.16953992,1.99370732,1.92629636,1.65098228,1.13197504,0.521649576,0.372010628,0.249407712,0.153176212
0.49733856,0.539842888,0.631125076,1.47581148,1.68268868,1.61798748,1.50984856,1.72397808,2.0680574,2.02476172,1.92629636,1.92973636,1.71092344,1.2014848,0.984406812,0.370556144,0.242727848,0.141710865
0.455147524,0.422933032,0.48392434,0.704365324,1.33445636,1.340362,1.187208516,1.34499076,1.39434788,1.6786766,1.65098228,1.71092344,1.58564196,1.15377396,0.967112488,0.825251816,0.22948138,0.132247086
0.346220868,0.312389964,0.333181012,0.440385476,0.585066948,0.820987144,0.776239956,0.832800676,0.870082412,0.807743568,1.13197504,1.2014848,1.15377396,0.861464108,0.73811102,0.6351709,0.498788328,0.098638
0.299721724,0.2703218,0.285961224,0.342955672,0.41747396,0.420963164,0.53845108,0.618013432,0.61327186,0.573400604,0.521649576,0.984406812,0.967112488,0.73811102,0.632597992,0.547721748,0.427095264,0.275036252
0.247686064,0.223390364,0.236314568,0.270492836,0.30924484,0.308997304,0.298695236,0.430476656,0.462870948,0.415605108,0.372010628,0.370556144,0.825251816,0.6351709,0.547721748,0.471444384,0.364830852,0.228675956
0.1801304,0.162461272,0.171860432,0.191757312,0.211208016,0.20976484,0.202808952,0.236048364,0.30671996,0.296597988,0.249407712,0.242727848,0.22948138,0.498788328,0.427095264,0.364830852,0.27645822,0.171477994
0.11016295,0.099356986,0.105105255,0.115730003,0.125064706,0.123816181,0.119692447,0.138900852,0.144863422,0.171618506,0.153176212,0.141710865,0.132247086,0.098638,0.275036252,0.228675956,0.171477994,0.105391082